Year,StateAbbr,StateDesc,CityName,GeographicLevel,Category,Measure,DataValueTypeID,Data_Value_Pct,Population2010,CityFIPS
2014,CA,California,Pasadena,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35,137122,656000
2014,CA,California,Glendale,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.3,191719,630000
2014,CA,California,Folsom,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,19.5,72203,624638
2014,CA,California,Ontario,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,16.2,163924,653896
2014,CA,California,Westminster,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,18.4,89701,684550
2014,CA,California,Simi Valley,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,29,124237,672016
2014,CA,California,Torrance,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,11,145438,680000
2014,CA,California,El Cajon,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,27.1,99478,621712
2014,CA,California,Irvine,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,30.6,212375,636770
2014,CA,California,Thousand Oaks,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,20.4,126683,678582
2014,CA,California,Santa Maria,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,18.3,99553,669196
2014,CA,California,Lancaster,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,25.5,156633,640130
2014,CA,California,Santa Clara,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,10.3,116468,669084
2014,CA,California,Visalia,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,32.8,124442,682954
2014,CA,California,Santa Barbara,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.2,88410,669070
2014,CA,California,Turlock,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.1,68549,680812
2014,CA,California,Bellflower,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.9,76616,604982
2014,CA,California,Perris,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.3,68386,656700
2014,CA,California,Chino,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,24.7,77983,613210
2014,CA,California,Vallejo,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.6,115942,681666
2014,CA,California,Lynwood,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,40.8,69772,644574
2014,CA,California,Richmond,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,39.7,103701,660620
2014,CA,California,Riverside,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,26.7,303871,662000
2014,CA,California,Fontana,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,37.7,196069,624680
2014,CA,California,Concord,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.9,122067,616000
2014,CA,California,Ontario,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,28.4,163924,653896
2014,CA,California,Garden Grove,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,28.1,170883,629000
2014,CA,California,Vista,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,25.4,93834,682996
2014,CA,California,Hawthorne,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.3,84293,632548
2014,CA,California,Thousand Oaks,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,27.6,126683,678582
2014,CA,California,Burbank,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.7,103340,608954
2014,CA,California,Rialto,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,30.8,99171,660466
2014,CA,California,Vacaville,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,33.5,92428,681554
2014,CA,California,San Jose,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,12.2,945942,668000
2014,CA,California,Richmond,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,32.5,103701,660620
2014,CA,California,Santa Rosa,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,20.1,167815,670098
2014,CA,California,Carlsbad,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,20.1,105328,611194
2014,CA,California,Victorville,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,19.1,115903,682590
2014,CA,California,Westminster,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.8,89701,684550
2014,CA,California,Huntington Beach,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,13.2,189992,636000
2014,CA,California,Whittier,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,25.7,85331,685292
2014,CA,California,Redondo Beach,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,10.5,66748,660018
2014,CA,California,Vacaville,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,26.2,92428,681554
2014,CA,California,Vallejo,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,26.6,115942,681666
2014,CA,California,Santa Maria,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.9,99553,669196
2014,CA,California,Downey,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,23.8,111772,619766
2014,CA,California,Sunnyvale,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,16.9,140081,677000
2014,CA,California,Corona,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,26.3,152374,616350
2014,CA,California,Garden Grove,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.5,170883,629000
2014,CA,California,San Buenaventura (Ventura),City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,29,106433,665042
2014,CA,California,Long Beach,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.2,462257,643000
2014,CA,California,San Ramon,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.4,72148,668378
2014,CA,California,Pleasanton,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,17.5,70285,657792
2014,CA,California,San Diego,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,34.6,1307402,666000
2014,CA,California,Tracy,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,26.1,82922,680238
2014,CA,California,San Diego,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.3,1307402,666000
2014,CA,California,Sunnyvale,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,9.3,140081,677000
2014,CA,California,Orange,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,31.8,136416,653980
2014,CA,California,Sacramento,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.1,466488,664000
2014,CA,California,Modesto,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,30,201165,648354
2014,CA,California,Palmdale,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.5,152750,655156
2014,CA,California,San Buenaventura (Ventura),City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,18.3,106433,665042
2014,CA,California,Turlock,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,28.8,68549,680812
2014,CA,California,Hayward,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,14.5,144186,633000
2014,CA,California,Mission Viejo,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,20.2,93305,648256
2014,CA,California,San Diego,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,13.1,1307402,666000
2014,CA,California,Hayward,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,23.8,144186,633000
2014,CA,California,Alameda,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,18.7,73812,600562
2014,CA,California,Santa Clara,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,32.9,116468,669084
2014,CA,California,Milpitas,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,10.4,66790,647766
2014,CA,California,Escondido,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.1,143911,622804
2014,CA,California,Folsom,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,21.8,72203,624638
2014,CA,California,Moreno Valley,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,31.7,193365,649270
2014,CA,California,Compton,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,13.5,96455,615044
2014,CA,California,Manteca,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,27.8,67096,645484
2014,CA,California,Escondido,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,26.7,143911,622804
2014,CA,California,Carson,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,13.7,91714,611530
2014,CA,California,Santa Ana,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.1,324528,669000
2014,CA,California,Fresno,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,30.3,494665,627000
2014,CA,California,Menifee,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,16.2,77519,646842
2014,CA,California,El Cajon,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.1,99478,621712
2014,CA,California,San Francisco,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,20.1,805235,667000
2014,CA,California,Vallejo,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.8,115942,681666
2014,CA,California,Anaheim,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,26.2,336265,602000
2014,CA,California,Norwalk,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.3,105549,652526
2014,CA,California,Tracy,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.5,82922,680238
2014,CA,California,Compton,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,35.5,96455,615044
2014,CA,California,Long Beach,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,23.9,462257,643000
2014,CA,California,Simi Valley,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,18.8,124237,672016
2014,CA,California,Redlands,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.3,68747,659962
2014,CA,California,Oakland,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,36,390724,653000
2014,CA,California,Salinas,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,29.8,150441,664224
2014,CA,California,Hemet,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,20.5,78657,633182
2014,CA,California,Buena Park,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,20.5,80530,608786
2014,CA,California,West Covina,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,22.3,106098,684200
2014,CA,California,Fairfield,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.8,105321,623182
2014,CA,California,Hesperia,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,29.2,90173,633434
2014,CA,California,Chino,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,14.2,77983,613210
2014,CA,California,Concord,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,14.5,122067,616000
2014,CA,California,Stockton,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,38,291707,675000
2014,CA,California,Santa Monica,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,14.2,89736,670000
2014,CA,California,Chino Hills,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,10.7,74799,613214
2014,CA,California,Westminster,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,36.2,89701,684550
2014,CA,California,Visalia,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.7,124442,682954
2014,CA,California,Inglewood,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.4,109673,636546
2014,CA,California,Whittier,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,21.5,85331,685292
2014,CA,California,Costa Mesa,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,22.2,109960,616532
2014,CA,California,Rancho Cucamonga,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,23,165269,659451
2014,CA,California,Chico,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,20.6,86187,613014
2014,CA,California,Santa Maria,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.5,99553,669196
2014,CA,California,Whittier,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.1,85331,685292
2014,CA,California,Long Beach,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,37.9,462257,643000
2014,CA,California,Downey,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16,111772,619766
2014,CA,California,San Jose,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,21.7,945942,668000
2014,CA,California,Fremont,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,32.5,214089,626000
2014,CA,California,Hawthorne,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,26.6,84293,632548
2014,CA,California,South Gate,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,38.7,94396,673080
2014,CA,California,Chula Vista,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,23.9,243916,613392
2014,CA,California,Sacramento,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.9,466488,664000
2014,CA,California,Oakland,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.5,390724,653000
2014,CA,California,Irvine,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,17.2,212375,636770
2014,CA,California,Westminster,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,13.5,89701,684550
2014,CA,California,Apple Valley,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,36.7,69135,602364
2014,CA,California,Oceanside,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.4,167086,653322
2014,CA,California,Corona,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.8,152374,616350
2014,CA,California,Pasadena,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,19.2,137122,656000
2014,CA,California,Thousand Oaks,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,18.6,126683,678582
2014,CA,California,Santa Clarita,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,22.7,176320,669088
2014,CA,California,Upland,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,20.8,73732,681344
2014,CA,California,Stockton,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,31,291707,675000
2014,CA,California,Sacramento,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.9,466488,664000
2014,CA,California,San Mateo,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,18.3,97207,668252
2014,CA,California,Palmdale,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.2,152750,655156
2014,CA,California,Alhambra,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,18.1,83089,600884
2014,CA,California,Redwood City,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,19.9,76815,660102
2014,CA,California,Rancho Cucamonga,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,13.1,165269,659451
2014,CA,California,Milpitas,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.6,66790,647766
2014,CA,California,Santa Ana,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,26.9,324528,669000
2014,CA,California,Antioch,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,16.1,102372,602252
2014,CA,California,Carson,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,39.8,91714,611530
2014,CA,California,Rancho Cucamonga,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,18.8,165269,659451
2014,CA,California,Palmdale,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,27,152750,655156
2014,CA,California,Stockton,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,13.6,291707,675000
2014,CA,California,Upland,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.2,73732,681344
2014,CA,California,Citrus Heights,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,20.4,83301,613588
2014,CA,California,Escondido,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.7,143911,622804
2014,CA,California,Carson,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,24.4,91714,611530
2014,CA,California,Hayward,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.6,144186,633000
2014,CA,California,Elk Grove,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,32.9,153015,622020
2014,CA,California,Norwalk,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,14.4,105549,652526
2014,CA,California,Lake Forest,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,17.9,77264,639496
2014,CA,California,Livermore,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,18.5,80968,641992
2014,CA,California,Buena Park,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,33.9,80530,608786
2014,CA,California,Santa Barbara,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,19,88410,669070
2014,CA,California,Concord,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,21.6,122067,616000
2014,CA,California,San Ramon,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,8.9,72148,668378
2014,CA,California,Stockton,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,29.4,291707,675000
2014,CA,California,Pleasanton,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,15.1,70285,657792
2014,CA,California,Los Angeles,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,37.5,3792621,644000
2014,CA,California,Visalia,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,29.4,124442,682954
2014,CA,California,Santa Clara,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,18.1,116468,669084
2014,CA,California,Downey,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,26.3,111772,619766
2014,CA,California,Hemet,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,39,78657,633182
2014,CA,California,Torrance,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,17.4,145438,680000
2014,CA,California,West Covina,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.8,106098,684200
2014,CA,California,Oakland,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,25.8,390724,653000
2014,CA,California,Escondido,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,36.4,143911,622804
2014,CA,California,San Marcos,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,22.6,83781,668196
2014,CA,California,San Diego,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,21,1307402,666000
2014,CA,California,Vacaville,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,19.8,92428,681554
2014,CA,California,Baldwin Park,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,30,75390,603666
2014,CA,California,Clovis,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,21.8,95631,614218
2014,CA,California,Mountain View,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,15.7,74066,649670
2014,CA,California,San Leandro,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.1,84950,668084
2014,CA,California,South Gate,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,16.5,94396,673080
2014,CA,California,Bellflower,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,25.9,76616,604982
2014,CA,California,Salinas,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.6,150441,664224
2014,CA,California,Sunnyvale,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.1,140081,677000
2014,CA,California,Concord,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.1,122067,616000
2014,CA,California,Hayward,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.4,144186,633000
2014,CA,California,Norwalk,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,26,105549,652526
2014,CA,California,Lakewood,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,13.5,80048,639892
2014,CA,California,Lynwood,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,18.6,69772,644574
2014,CA,California,Indio,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,31.6,76036,636448
2014,CA,California,Compton,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,43.2,96455,615044
2014,CA,California,Hawthorne,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,16.4,84293,632548
2014,CA,California,Ontario,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,27.1,163924,653896
2014,CA,California,Mission Viejo,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,29.5,93305,648256
2014,CA,California,San Francisco,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,33.6,805235,667000
2014,CA,California,Alhambra,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.8,83089,600884
2014,CA,California,Napa,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,26.1,76915,650258
2014,CA,California,Berkeley,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.8,112580,606000
2014,CA,California,El Cajon,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,19.2,99478,621712
2014,CA,California,Santa Barbara,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,31.2,88410,669070
2014,CA,California,Milpitas,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,21.1,66790,647766
2014,CA,California,Visalia,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.3,124442,682954
2014,CA,California,Carson,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,23.8,91714,611530
2014,CA,California,Richmond,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,16.2,103701,660620
2014,CA,California,Apple Valley,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,27,69135,602364
2014,CA,California,Bakersfield,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.6,347483,603526
2014,CA,California,Manteca,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,16.9,67096,645484
2014,CA,California,Inglewood,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,33.6,109673,636546
2014,CA,California,Fullerton,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,20.6,135161,628000
2014,CA,California,Los Angeles,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.1,3792621,644000
2014,CA,California,San Bernardino,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,32.2,209924,665000
2014,CA,California,Santa Maria,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,30,99553,669196
2014,CA,California,El Monte,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,40.4,113475,622230
